Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)
27/09/2019;16,2;1012;20;25,4;21,6;19,9;90,9;68;7,9;1,8
28/09/2019;0,2;1014,1;18,2;26,4;21,8;17,4;81,3;58;10,8;2,7
29/09/2019;0;1013;19,1;25;21,7;18,9;85,7;66;5,4;1,8
30/09/2019;4,8;1012,9;20;25,1;21,3;20;92,5;75;7,8;1,7
01/10/2019;7,4;1014,3;18,1;25,4;21,4;19,1;82,1;60;6,8;1,3
02/10/2019;0,2;1013,1;17,2;27,9;21,9;16,8;77;46;6,7;1,6
03/10/2019;0;1013,1;18,6;28,4;22,6;17,4;79,5;54;12,1;3,7
04/10/2019;0;1014,8;20;27,9;22,6;20,1;85,5;64;12,5;3,1
05/10/2019;13,6;1013;20,4;27,4;23,3;20,2;84,5;67;12,7;3,9
06/10/2019;0;1011,3;20,2;28,7;23,8;20;81;59;13,5;4,8
07/10/2019;0;1011,8;20,4;29,1;24,2;20,4;80;56;12,6;4,5
08/10/2019;0;1011,3;20,9;30,1;25;21,6;79;48;14,2;4,7
09/10/2019;0;1012,1;21,1;29,2;25,2;21,8;78,7;58;12,5;4,4
10/10/2019;1;1013,9;20,7;28,1;24,6;22,9;79,6;59;11,7;3,4
11/10/2019;0;1014,8;19,5;28,4;24;19,1;76,5;55;13;3,5
12/10/2019;0;1013,7;20,2;29,1;24,6;19,6;77,8;57;13,8;4,4
13/10/2019;0;1012,4;20,3;29,4;25;21,6;76,1;58;14,4;4,9
14/10/2019;0;1011,2;19;30,6;24,7;18,7;72,1;43;13,2;5,1
15/10/2019;0;1012,4;21,1;29,9;24,9;20,8;80,2;60;10,4;3,4
16/10/2019;0,2;1013,7;20,7;28,9;24,6;21,7;79,8;55;12,2;3,6
17/10/2019;0;1014,2;18,8;29,2;23,4;17,9;76,5;52;13,3;3,7
18/10/2019;0;1011,4;19,5;30,6;24,8;20;73,7;47;15,9;4,5
19/10/2019;0;1008,5;20,9;31,2;25,1;20,1;78,4;53;10,4;3,1
20/10/2019;0;1009,3;19,4;25,6;23,1;22,3;80;71;11,6;4
21/10/2019;0;1008,8;17,4;24,9;21,3;19,9;78,9;62;8,6;1,9
22/10/2019;0;1007;20;27,8;22,8;19,8;84,5;66;8,7;2,7
23/10/2019;1,4;1010,8;20,9;23,7;22;21,4;93,7;79;7,3;2,6
24/10/2019;3;1012,3;19,5;27,5;22,8;19,7;82,5;59;6,2;1,7
25/10/2019;0,2;1011,3;21,2;30,7;24,6;19,1;82,7;61;9;2,4
26/10/2019;0;1011,3;23,1;31,7;25,8;22,2;85,9;60;10,1;2,1
27/10/2019;2;1012,1;22,9;31;26,1;22,6;84;52;12,3;3,7
28/10/2019;0;1010,7;20,9;33;26,5;22,1;73,1;42;14,2;5,2
29/10/2019;0;1009,2;20,9;33,7;26,7;22,6;72;42;15,3;5,7
30/10/2019;0;1009,7;21,2;31,9;26,3;23,2;74,4;48;16,3;5,7
31/10/2019;0;1010,3;21;32,4;25,9;21,3;76;43;14,4;4,9
01/11/2019;0;1010,9;22;32,7;26,5;23,2;77,6;50;8,9;2,1
02/11/2019;0;1012,4;21,2;30,4;25,5;23,2;78,6;49;9,2;1,7
03/11/2019;0;1008,1;20;32,9;25,6;20,5;73,8;41;13,6;3,9
04/11/2019;0;1005,5;21,5;35,8;27,3;22,1;72,3;44;11,6;4,7
05/11/2019;0;1005,6;22,4;36,9;28;23,5;74,2;39;11,5;4,4
06/11/2019;0;1008,9;22,1;31,9;27;23,1;75,5;52;14,2;4,1
07/11/2019;0;1009,9;21,4;30,8;26,1;23,8;76,7;53;10,5;2,6
08/11/2019;0;1007,2;21,7;33,4;26,9;22,6;74,9;47;14,3;3,6
09/11/2019;0;1008,2;21,1;34,3;27,2;23,4;71,1;38;15,5;5
10/11/2019;0;1008,6;20,4;34,1;27,2;23,1;68,2;37;16,1;5
11/11/2019;0;1008;21,5;33,4;26,9;22,3;74,5;47;12,8;3,9
12/11/2019;21,6;1012;20,8;25,8;22,7;21;89,6;71;14;2,3
13/11/2019;83;1012,1;21,9;25,3;22,9;21,6;94,6;79;8,4;2
14/11/2019;66,6;1010,1;22,6;25,6;23,8;22,1;93,1;86;12,2;3,6
15/11/2019;21,4;1006;22,4;26,4;24,3;23,2;89,2;74;9,5;2,9
16/11/2019;1,2;1005,8;20;23,6;21,8;21,5;89,9;81;10,8;2,4
17/11/2019;null;null;null;null;null;20,4;78,1;60;5,1;null
18/11/2019;null;null;null;null;null;null;null;92;6,6;null
19/11/2019;null;null;null;null;null;null;null;76;7;null
20/11/2019;null;null;null;null;null;null;94,4;86;4,3;null
21/11/2019;null;null;null;null;null;null;90,3;76;12;null
22/11/2019;null;null;null;null;null;null;91;77;10,1;null
23/11/2019;null;null;null;null;null;null;73;60;9,2;null
24/11/2019;null;null;null;null;null;null;null;79;15,3;null
25/11/2019;null;null;null;null;null;null;62,7;51;9,4;null
26/11/2019;null;null;null;null;null;null;65,2;53;6,2;null
27/11/2019;null;null;null;null;null;null;65,4;54;14,8;null
28/11/2019;null;null;null;null;null;null;null;60;10,2;null
29/11/2019;null;null;null;null;null;null;null;85;10,2;null
30/11/2019;null;null;null;null;null;null;80;67;5,1;null
01/12/2019;null;null;null;null;null;null;null;87;7,6;null
02/12/2019;null;null;null;null;null;null;90;82;11,4;null
03/12/2019;null;null;null;null;null;null;87,4;80;6,3;null
04/12/2019;null;null;null;null;null;null;null;77;6,3;null
05/12/2019;null;null;null;null;null;null;81,5;71;11,5;null
06/12/2019;null;null;null;null;null;null;80,2;72;5,1;null
07/12/2019;null;null;null;null;null;null;85,8;75;10;null
08/12/2019;null;null;null;null;null;null;71,7;60;6,3;null
09/12/2019;null;null;null;null;null;null;null;70;4,3;null
10/12/2019;null;null;null;null;null;null;null;62;10,5;null
11/12/2019;null;null;null;null;null;null;68;55;12,5;null
12/12/2019;null;null;null;null;null;null;72,1;56;12,5;null
13/12/2019;null;null;null;null;null;null;null;51;13,5;null
14/12/2019;null;null;null;null;null;null;null;61;8,2;null
15/12/2019;null;null;null;null;null;null;null;52;12,7;null
16/12/2019;null;null;null;null;null;null;null;61;11;null
17/12/2019;null;null;null;null;null;null;null;50;10,5;null
18/12/2019;null;null;null;null;null;null;null;null;null;null
19/12/2019;null;null;null;null;null;null;null;60;8,4;null
20/12/2019;null;null;null;null;null;null;null;null;null;null
21/12/2019;null;null;null;null;null;null;null;54;11,6;null
22/12/2019;null;null;null;null;null;null;null;53;10,4;null
23/12/2019;null;null;null;null;null;null;null;55;11,2;null
24/12/2019;null;null;null;null;null;null;null;59;9,5;null
25/12/2019;null;null;null;null;null;null;null;68;9,2;null
26/12/2019;null;null;null;null;null;null;null;61;13,2;null
27/12/2019;null;null;null;null;null;null;69,5;57;10,2;null
28/12/2019;null;null;null;null;null;null;null;61;5,7;null
29/12/2019;null;null;null;null;null;null;72,3;60;6,3;null
30/12/2019;null;null;null;null;null;null;null;60;3,7;null
31/12/2019;null;null;null;null;null;null;null;66;null;null
01/01/2020;null;null;null;null;null;null;null;68;6;null
02/01/2020;null;null;null;null;null;null;null;57;10,3;null
03/01/2020;null;null;null;null;null;null;null;null;null;null
04/01/2020;null;null;null;null;null;null;null;80;3,8;null
05/01/2020;null;null;null;null;null;null;null;null;null;null
06/01/2020;null;null;null;null;null;null;null;68;8,2;null
07/01/2020;null;null;null;null;null;null;null;null;null;null
08/01/2020;null;null;null;null;null;null;null;null;null;null
09/01/2020;null;null;null;null;null;null;null;null;null;null
10/01/2020;null;null;null;null;null;null;null;54;11,8;null
11/01/2020;null;null;null;null;null;null;null;51;11,7;null
12/01/2020;null;null;null;null;null;null;null;53;9,6;null
13/01/2020;null;null;null;null;null;null;null;63;7,1;null
14/01/2020;null;null;null;null;null;null;null;null;null;null
15/01/2020;null;null;null;null;null;null;null;null;null;null
16/01/2020;null;null;null;null;null;null;null;52;10,2;null
17/01/2020;null;null;null;null;null;null;null;57;8,1;null
18/01/2020;null;null;null;null;null;null;null;64;12,7;null
19/01/2020;null;null;null;null;null;null;null;55;11,5;null
20/01/2020;null;null;null;null;null;null;null;58;10,5;null
21/01/2020;null;null;null;null;null;null;null;78;4,3;null
22/01/2020;null;null;null;null;null;null;null;66;7,6;null
23/01/2020;null;null;null;null;null;null;null;74;9;null
24/01/2020;null;null;null;null;null;null;null;85;10,2;null
25/01/2020;null;null;null;null;null;null;null;85;9,9;null
26/01/2020;null;null;null;null;null;null;79,3;62;4,7;null
27/01/2020;0;1008,6;22,6;28,9;24,7;21,8;89;71;7,4;1,6
28/01/2020;49,2;1007,9;23,7;33,6;26,9;22,9;84,1;56;9,8;3,5
29/01/2020;0;1009,2;24,3;32;27,7;25,1;82;66;12,5;4,1
30/01/2020;0;1010,3;23,1;32,8;27,7;24,3;76,5;55;10,5;4,4
31/01/2020;0;1009,6;22,7;33,1;null;23,7;78,1;56;10,7;4,5
01/02/2020;null;1008,1;22,3;34,1;27,8;23,9;73,1;51;11,5;4,5
02/02/2020;0;1009,3;23,7;32,8;26,9;23,2;84,2;56;7,5;1,6
03/02/2020;0;1009,7;23,4;32,9;27,3;23,9;80,8;52;12,1;3,2
04/02/2020;0;1009,8;22,6;32,3;27,1;22,1;77,4;53;12,9;4,3
05/02/2020;0;1010;22,8;31,9;27,3;24,9;77,1;52;11,3;4,2
06/02/2020;0;1010,9;23,1;30,3;25,8;23;85,4;64;7,3;1,7
07/02/2020;9;1009,9;23;29,6;24,9;22,5;89,6;68;5,5;1,1
08/02/2020;0,8;1009,8;22,5;30,8;26;22,6;82,3;63;8,5;2,1
09/02/2020;0,2;1009;23,1;33,8;27,7;22,7;77,3;57;12,7;3,4
10/02/2020;0;1009;22;34,7;28,6;25,1;68,3;50;10,3;3
11/02/2020;6;1009,6;23,1;28,3;24,6;23,4;91,3;75;11,6;2,5
12/02/2020;14,4;1010,2;22,4;28,5;23,9;22,1;92;75;7,3;1,4
13/02/2020;0;1010;22,7;27,4;24,6;22,1;89,6;76;8,9;1,6
14/02/2020;0;1010;22,8;31,9;26;21,7;83,8;55;7,4;1,8
15/02/2020;13;1009,7;23,4;31,5;26,6;22,5;84;60;12,2;3,1
16/02/2020;0;1009,5;23,3;32,5;26,8;23,7;81,5;57;12,9;3,5
17/02/2020;0;1010,5;23,2;30,5;26,6;23,4;82,2;61;11,1;3,6
18/02/2020;0;1011,2;23,3;31,8;27,2;23,5;80,7;57;11,5;3,5
19/02/2020;0;1008,9;23,3;31,6;27;23,1;81;61;13,1;3,8
20/02/2020;0;1007,4;22,7;33,2;27,3;22,6;77,3;51;13,1;3,9
21/02/2020;0;1006,4;23,1;34,5;28,2;24,4;74,9;52;10,9;4,1
22/02/2020;2;1007,9;23;31,3;25,5;23,1;87,1;61;9,4;2,4
23/02/2020;8;1012,4;20,3;26,7;23,6;21,4;82,5;67;12,7;3,8
24/02/2020;0,2;1012,2;21;30,3;25,1;21,8;78,8;57;6;1,6
25/02/2020;0;1009,7;22,8;31,6;26,4;23;81,3;63;7,3;1,8
26/02/2020;0;1005,4;24;34,7;28,4;24,9;77,9;54;11,8;4,2
27/02/2020;0;1006,2;22,8;32,7;26,9;26;79;59;12,3;4,3
28/02/2020;54;1011,6;22,2;24,2;23;22,4;95;88;8,3;2,1
29/02/2020;10;1011,6;22,8;29,7;24,5;22,5;90,6;71;7;1,6
01/03/2020;0;1010;23,2;30,8;25,3;22,5;89,2;64;9,6;2,4
02/03/2020;190,2;1010,2;21,6;28,1;23,5;20,4;89,7;71;10,1;2,4
03/03/2020;2,2;1009,1;22,7;30;24,7;21,8;88,9;67;7;1,1
04/03/2020;0;1008,8;23,6;30;25,6;24,4;89,4;73;8,4;2,5
05/03/2020;40,4;1010,3;21,5;28,6;23,9;21,4;87,3;62;9,5;2,4
06/03/2020;6,8;1010,6;19,9;27,2;23,1;20,6;82,8;60;11,1;2,6
07/03/2020;0;1010,1;19,6;25;21,8;21,2;87,3;70;7,3;2,1
08/03/2020;5,2;1010,6;19,8;28,8;23,1;19,9;82,3;61;6,4;2,2
09/03/2020;0;1011,9;21,9;30,2;25,1;22,1;83,7;57;8,2;2
10/03/2020;8,6;1011,6;22,5;29,6;25,1;22,1;86;60;9,8;2,5
11/03/2020;0,6;1010,9;21,4;29;25;21,5;81,7;58;10,5;3,2
12/03/2020;2,8;1011,3;22,6;29,4;25;22;86,8;70;7,8;2,5
13/03/2020;9,2;1011,9;23,3;31;25,7;23;87,7;65;5,9;1,2
14/03/2020;4,2;1012,5;23,1;31,1;26,1;23;84,6;61;6,5;1,7
15/03/2020;0;1011,9;22,2;31,2;26;21,6;80,6;54;9,3;2,5
16/03/2020;0;1010,4;22,3;31,7;26,1;21,1;81,2;54;10,7;2,9
17/03/2020;0;1009,7;22,9;31,7;26,6;22,2;81,5;53;9,4;2,9
18/03/2020;0;1009,9;23,4;30,9;26,1;23;86,1;63;6,8;1
19/03/2020;0;1007;22,7;31,8;26,3;21,5;81,9;58;11,3;3
20/03/2020;0;1003,2;23,6;33,5;27,6;24;79,5;56;9,9;3,2
21/03/2020;12,6;1005,1;23,4;29,1;25,2;23,9;90,2;72;11,6;2,9
22/03/2020;0,4;1009,9;21,7;27,4;25;23,7;82,2;68;11,2;3,6
23/03/2020;15,8;1013,1;20;27,3;23,5;21,3;82,1;58;10,7;3,3
24/03/2020;0;1013,2;19,2;27,7;23,3;19,6;78,8;56;10,8;2,8
25/03/2020;0,4;1012;18,9;28,8;23,3;19,6;77,5;49;8,5;2,2
26/03/2020;0,2;1011,7;19,3;29;23,1;19,4;80;53;7;2,3
27/03/2020;0;1011,8;19,9;29,6;23,9;19,5;80;52;5,6;1,6
28/03/2020;0;1012,8;20,6;31,1;24,8;20,9;79;53;6,2;2,2
29/03/2020;0;1013,3;21,4;30,8;25;21,2;81,9;56;4,6;1,4
30/03/2020;0;1011,7;21,8;30,7;null;21,4;82,1;60;5,8;1,7
31/03/2020;null;1010;23,3;29,4;25,3;23,2;88,9;69;6,9;1,4
01/04/2020;5,8;1010,5;23,7;29,3;24,9;23,7;92,9;74;5;1,3
02/04/2020;2,2;1009,8;23,5;32,1;25,9;22,6;87,2;59;10,5;2,4
03/04/2020;0,2;1002,5;24,1;36;28,2;25;79,7;48;13;3,4
04/04/2020;3,6;1006,8;20;28,1;25;22,9;74,9;51;11,1;2,9
05/04/2020;0;1011,6;19,8;28,7;24,6;22,3;75,5;53;6,4;2,1
06/04/2020;0;1012;20,9;29,3;24,8;21,2;79,5;61;8,1;1,9
07/04/2020;0;1008,2;22,8;34,5;27,2;23,2;78,5;49;6,9;2,9
08/04/2020;1,8;1009,5;21,5;26,6;23,7;23,5;87,8;71;10,9;3,1
09/04/2020;0,8;1010,4;19,5;26,1;22,3;20,7;84,3;65;8,4;2,3
10/04/2020;0;1010,7;19,5;27,7;23,1;20,7;80,9;61;4,9;1,6
11/04/2020;0;1010,5;21,5;28,6;24;21,1;86,7;70;5,9;1,5
12/04/2020;0,2;1012,7;19,3;25,9;22,8;21,7;81;66;12,4;3,4
13/04/2020;0;1013,4;19,5;26,2;22,7;20,9;82,3;68;8,6;2,3
14/04/2020;0;1010,4;19,8;29,9;24;20,1;78,4;52;7,4;2,2
15/04/2020;0;1008,8;21,6;31,3;25,6;21,3;79,1;56;8,5;2,8
16/04/2020;0;1012,4;22,6;31,6;25,8;22,5;83;62;9,6;2
17/04/2020;0;1014,7;21,2;28,4;24,7;22,6;81;66;11,8;3,8
18/04/2020;0;1015,7;19,1;27,8;24,2;22,8;73,6;53;10,8;4
19/04/2020;0,4;1015,7;18,9;28,5;23,3;20,3;77,1;52;9,7;2,9
20/04/2020;0;1014,1;18,7;27,1;22,9;19,4;78,1;58;8,7;2,5
21/04/2020;0;1012,7;19,5;29;23,8;20,1;77,8;55;10,8;2,7
22/04/2020;0;1012,2;18,5;29,5;22,9;18;78,1;48;8;2,3
23/04/2020;0;1012,4;18,4;28,8;22,7;19;78,5;53;7,3;2,4
24/04/2020;0;1014,7;18,5;28,2;22,6;18,8;78,6;56;9,8;2,9
25/04/2020;0;1016,1;19,2;27,9;22,6;18;82;63;6;1,9
26/04/2020;0;1016,3;19,3;30,2;23,6;19,6;79,2;48;5,7;1,7
27/04/2020;9,2;1017,1;19,2;28,2;22,5;19,6;82,6;52;8,5;2,7
28/04/2020;0,2;1017,2;18,1;28,2;21,9;17,6;80,2;56;6,3;2,1
29/04/2020;1,4;1016,3;19,4;28,9;22,4;18,8;84,3;56;6,1;2
30/04/2020;0;1013,6;20,1;30,5;23,6;20;82,3;54;6,2;1,8
01/05/2020;0;1013;19,6;32,1;24,1;19;79,2;39;5,8;1,3
02/05/2020;0;1011,2;19,2;31;23,6;18,1;78,3;46;7,3;2,3
03/05/2020;0;1011,8;18,1;26,6;23,2;20,5;74,2;48;13,3;3,5
04/05/2020;0;1013,1;16,2;27,9;22;16,4;71,2;45;8,4;2,5
05/05/2020;0;1011,3;17,4;30,8;22,9;16,7;73,9;44;9,5;3,1
06/05/2020;0;1009,1;18,8;33,3;25,2;20,2;69,7;40;8;3,6
07/05/2020;0;1011,1;18,5;25,9;21,3;20,3;84,3;67;14,4;3,3
08/05/2020;5,6;1016,9;16,8;24,7;20,6;18;80;60;10,5;2,9
09/05/2020;0;1019,2;16,5;25,7;19,8;16,5;81,8;57;10,2;2,2
10/05/2020;0,6;1018,9;15,3;28,3;20,8;16,4;73,2;40;6,1;2,4
11/05/2020;0,2;1017,1;16,9;28,4;21,5;16,4;76,9;52;8,3;2,1
12/05/2020;0;1014,8;17,4;28,7;21,6;15,8;79,1;43;9,8;2,8
13/05/2020;0;1012,5;18,6;30,6;23;18;78,4;46;12,1;3,4
14/05/2020;0;1010,1;20,4;32;24,9;21;77,5;52;7,8;3,2
15/05/2020;0;1013;20,2;25,1;22,4;21;87,3;74;9,5;2,8
16/05/2020;9,6;1013,5;19,8;22;20,6;19,9;95,3;90;6,1;1,8
17/05/2020;4,2;1014,1;19,7;26,8;21,7;18,7;89,3;66;8,1;1,9
18/05/2020;0;1015,9;19,8;28,5;22,5;18,4;85,2;64;7,8;2
19/05/2020;2,8;1018,7;20,2;28;22,9;20,1;85,9;64;6,3;1,8
20/05/2020;0,2;1019,2;19,2;27,8;22;18,1;85,2;58;6,7;1,4
21/05/2020;0;1017,7;18,6;28,2;22,3;18,9;81,1;51;5,3;1,4
22/05/2020;0;1015,4;19;28,5;22,3;17,9;82,5;58;9,8;2,9
23/05/2020;0;1012,6;20,5;30,9;25,1;19,3;77,3;56;12,1;4,2
24/05/2020;0;1010,5;21,8;31,5;25,3;21,2;81,9;57;9,5;3
25/05/2020;22,2;1009,6;19,7;23,3;20,7;19,1;94,1;82;10,5;2,3
26/05/2020;1,4;1007,6;18;26,9;21,7;18,4;80,8;50;9,5;2,5
27/05/2020;0;1010,7;14,5;26,6;19,6;14,6;75,3;37;9,5;2,1
28/05/2020;0;1015;14,3;25,8;20,2;14,1;70,7;43;9,8;2,9
29/05/2020;0;1016,7;15,5;26,1;19,6;14;78,9;53;8;2,4
30/05/2020;0;1015,3;16,3;27,4;20,3;15,2;79,3;54;8,8;2,5
31/05/2020;0;1013,5;17;28,5;20,7;15,4;81;49;7,4;2,3
01/06/2020;0;1012,3;15,6;28,9;20,8;15,3;74,5;41;6,6;2,1
02/06/2020;0;1011,8;16,6;29,5;21,4;15,4;76,7;39;6,1;1,9
03/06/2020;0;1014,4;17,7;27,2;21;16;82,5;62;5,9;1,5
04/06/2020;0;1017,4;19;28,2;22;18,4;84,3;56;5,5;1,3
05/06/2020;0;1018;18,7;27,7;21,7;18,2;84,2;58;6,3;1,9
06/06/2020;0,2;1016,7;18,3;28,6;21,8;17,4;83;32;8,6;1,9
07/06/2020;1,4;1016,3;20,2;26,6;22,2;19,3;88,8;71;7,2;2,4
08/06/2020;0;1014;19,3;28,7;22,2;17,8;85;57;6,4;1,7
09/06/2020;0;1012,5;19,7;27,7;21,8;17,1;88,8;68;5,8;1,3
10/06/2020;0;1011,6;19,5;31,6;24,8;19,6;74,7;47;9,3;4
11/06/2020;0;1011,7;19,7;32;24,6;18,9;76;47;8,3;3,1
12/06/2020;0;1011;20;32;24,9;20,9;75,2;51;7,5;3,1
13/06/2020;0;1012,7;20,3;30,8;23,6;18,3;83,6;54;9,2;2,4
14/06/2020;0,2;1016,1;19,6;29,5;22,9;17,5;83;57;8,3;2,2
15/06/2020;0;1019,9;20,6;29,2;23,4;21,8;85,3;58;9,7;2,6
16/06/2020;57,4;1021,2;19,7;26;21,9;19,9;88,1;68;8,5;2,2
17/06/2020;3,6;1021,2;18;25,7;20,7;18,2;85,3;58;7,7;1,5
18/06/2020;0,6;1018,7;17,6;26,5;20,4;16,8;85,2;60;5,6;1,6
19/06/2020;0;1017,2;19,2;26,6;20,9;17,1;90,7;67;7,7;2
20/06/2020;1,8;1017,2;19,8;29,3;23,4;19,2;81,8;48;8,8;3,3
21/06/2020;0;1016,5;18,6;29,1;22,7;17,8;79,1;51;10,9;3,6
22/06/2020;0;1015,8;17,1;28,6;20,8;14;82,1;41;6,3;1,6
23/06/2020;0,2;1014,8;14,7;27,7;19,5;14;75,5;47;7,7;2,3
24/06/2020;0;1014,2;15,4;28;20,6;15,2;74;42;9;3,1
25/06/2020;0;1014,3;16,7;28,9;21,6;16,2;75,4;47;9,8;3,1
26/06/2020;0;1013;16,8;30,4;21,4;15;77,8;41;7,9;2
27/06/2020;0;1011,1;17,9;29,1;22,1;16,4;79,5;50;12;3,1
28/06/2020;0;1014,4;18,1;24,4;21,8;18,5;80;67;9,5;3,3
29/06/2020;6;1017,8;18,5;22,2;19,8;18;91,9;83;8,2;2,4
30/06/2020;5,8;1014,6;18,2;24,9;20,7;18,4;86,5;61;6,3;2,1
01/07/2020;0;1007,8;18,4;29,8;23;17,5;77,5;50;10,8;3,3
02/07/2020;0;1010,4;16,4;26,3;22,1;19,1;71;42;12,1;2,7
03/07/2020;12,6;1012,3;18,9;23,6;20,6;19,1;90;80;7,6;2,5
04/07/2020;0,2;1015,9;18,7;24,9;21,4;19,2;85;71;6,8;2,1
05/07/2020;2,4;1016,6;19,4;25,5;21,4;19;88,9;69;8;1,8
06/07/2020;0,2;1013,6;18,5;28,4;21,5;16,6;84,7;59;6,6;2,2
07/07/2020;0,4;1013,6;18,1;27,8;21;15,6;84,5;60;6,6;1,9
08/07/2020;0;1012,7;17,7;28;21,6;15,8;80;43;10,5;3,1
09/07/2020;0;1013,4;17,8;30,2;21,9;15,4;79,1;51;6,4;2,2
10/07/2020;0;1017,3;17,9;24,2;21,2;19,3;81,6;63;11;3,2
11/07/2020;0;1017;16,9;26,1;20,4;16,3;81,5;57;8,1;2,2
12/07/2020;0;1013,8;16,9;29,3;21,1;15,6;79,5;38;10,4;2,9
13/07/2020;0;1012,3;17,3;31,6;21,8;15,1;78,4;44;6,9;2
14/07/2020;0;1012,9;18,2;31,4;22,1;15,7;80,4;42;13,6;2,8
15/07/2020;11,6;1017,3;19,4;22,6;20,9;19,9;91,1;79;8,2;2,7
16/07/2020;1,4;1019,8;17,6;23;19,8;18;87,2;72;8,3;2,7
17/07/2020;0;1018,4;16,8;25,9;20,7;16,9;80;58;8,1;2,1
18/07/2020;0,2;1019,3;17,3;26,9;21,1;17,7;80;53;6,9;1,4
19/07/2020;0;1019,1;17,9;25,9;20,2;17;87,2;61;7,6;1,7
20/07/2020;3,6;1017,7;19;27,3;21,7;17,7;86;58;6,4;1,8
21/07/2020;0,2;1015,3;19,4;27,2;21,8;18,2;87,3;70;8,9;2,5
22/07/2020;0;1014,4;18,5;29;22,5;16,9;79,5;51;9,3;3,4
23/07/2020;0;1016;17,5;27,8;21,2;16,3;81,3;53;7,2;1,9
24/07/2020;0;1017,3;17,5;26,4;20,9;16,8;82,1;61;8,4;2,7
25/07/2020;0;1017,9;17,9;27,6;21,5;16,8;81;55;8,7;2,5
26/07/2020;0;1018,1;19,1;25,4;20,7;17,6;90,8;73;5,8;1,6
27/07/2020;3,8;1018,3;18,6;27,2;22,2;19;82,2;56;8,7;2,4
28/07/2020;0,2;1016;17,3;28,5;21,4;15,2;79,1;47;11,9;3,8
29/07/2020;0;1014,9;18,1;30;22,3;15,6;78,4;48;9,6;3,2
30/07/2020;0;1017,1;18,5;27,5;21,1;16,2;85,9;61;11,3;2,1
31/07/2020;27;1020,5;18,9;22,5;20,8;19,3;89,2;72;13,1;2,4
01/08/2020;53,4;1021,2;17,6;25;19,6;17,7;88,8;65;6,2;1,7
02/08/2020;7,6;1021,4;16,7;24,5;19,9;16,8;83,4;60;8,6;2,2
03/08/2020;0;1023,1;15,4;26,5;19,6;15,3;78,5;51;6,2;2
04/08/2020;0;1023,6;16,1;23,2;18,7;15,7;85,5;65;7,5;2,3
05/08/2020;1,2;1023,3;16,2;25,9;20,1;15,7;80,5;45;7,1;2
06/08/2020;0,6;1022,7;16,1;26,6;20,2;16,6;79,5;46;5,5;1,5
07/08/2020;3,8;1022,2;17,3;26,7;20,9;17,9;81,8;57;7,7;1,7
08/08/2020;1;1021,5;17,4;27,1;20,9;16,7;82,3;52;5,7;1,6
09/08/2020;0,2;1019,8;17,3;27,3;20,9;16,4;81,4;49;6,5;1,9
10/08/2020;0;1016,8;17,6;26,7;20,9;16,6;82,6;57;9,5;2,7
11/08/2020;0;1014,6;18;27,8;22;16,4;78,8;58;11,1;3,2
12/08/2020;0;1013,9;18,9;28,4;23,4;19,2;76,5;54;12,5;4,2
13/08/2020;0;1014,2;19,1;27,9;23,2;20,4;78,2;52;11,3;4,1
14/08/2020;0;1012,7;17,9;29;22,8;18,1;74,5;50;12,3;4,2
15/08/2020;0;1010,6;19,2;29,5;23,2;19,1;79,2;51;11,5;4,3
16/08/2020;0;1011,4;20,7;30,1;24,4;20,7;80,8;57;11,6;3,9
17/08/2020;0;1011,9;20,7;29,6;24,5;20,7;80,5;56;11,4;4,1
18/08/2020;0;1012,1;20;28,7;24;20,9;79,3;59;11,5;4,2
19/08/2020;0;1011,4;19,8;30,6;24;20,1;78,5;49;12,2;4,9
20/08/2020;0;1012,5;20,1;25,4;22,3;18,3;87,5;75;8,5;2,8
21/08/2020;0;1014;17,2;23,3;21,1;19,8;78,4;62;14,9;5,2
22/08/2020;0;1015,6;15,6;20,5;18,8;18,9;82,8;69;13,6;4,2
23/08/2020;24,8;1018;14,9;22,7;18,8;16,2;78,5;61;12,7;3,9
24/08/2020;0;1016,6;13,6;24,4;19,7;15,7;68,7;43;12,7;4,4
25/08/2020;6,4;1014,4;12,9;23,5;19,5;16,2;67,7;47;15,2;4,8
26/08/2020;0;1013,5;14,2;24,7;21;18,2;65,6;56;14;5,2
27/08/2020;0;1015,1;18,6;26;21,5;18,4;84;63;10,1;3
28/08/2020;2,6;1015,9;19,8;26,4;21,7;18,8;89,8;68;7,5;1,9
29/08/2020;0;1014,7;19,4;27,8;22,1;17,6;85,3;64;9,3;3,1
30/08/2020;0;1014;20,2;28,9;23,7;19,5;81,4;59;12,1;4,4
31/08/2020;0;1016,2;20,6;30,6;24,2;21,2;80,9;57;9;3,7
01/09/2020;0;1019,2;20;27,5;23,4;21,1;81,8;62;8,7;2,4
